DATE,Measure,Value
19990907,TMIN,139
19990907,TMAX,339
19990907,TOBS,139
19990908,TMIN,117
19990908,TMAX,294
19990908,TOBS,117
19990909,TMIN,117
19990909,TMAX,333
19990909,TOBS,156
19990910,TMIN,78
19990910,TMAX,267
19990910,TOBS,78
19990911,TMIN,72
19990911,TMAX,267
19990911,TOBS,83
19990912,TMIN,83
19990912,TMAX,328
19990912,TOBS,206
19990913,TMIN,183
19990913,TMAX,333
19990913,TOBS,183
19990914,TMIN,67
19990914,TMAX,256
19990914,TOBS,67
19990915,TMIN,56
19990915,TMAX,250
19990915,TOBS,56
19990916,TMIN,56
19990916,TMAX,289
19990916,TOBS,111
19990917,TMIN,50
19990917,TMAX,233
19990917,TOBS,56
19990918,TMIN,50
19990918,TMAX,267
19990918,TOBS,61
19990919,TMIN,61
19990919,TMAX,261
19990919,TOBS,161
19990920,TMIN,161
19990920,TMAX,306
19990920,TOBS,167
19990921,TMIN,111
19990921,TMAX,222
19990921,TOBS,111
19990922,TMIN,22
19990922,TMAX,206
19990922,TOBS,22
19990923,TMIN,17
19990923,TMAX,233
19990923,TOBS,33
19990924,TMIN,33
19990924,TMAX,267
19990924,TOBS,117
19990925,TMIN,89
19990925,TMAX,289
19990925,TOBS,94
19990926,TMIN,89
19990926,TMAX,317
19990926,TOBS,139
19990927,TMIN,128
19990927,TMAX,317
19990927,TOBS,128
19990928,TMIN,128
19990928,TMAX,294
19990928,TOBS,167
19990929,TMIN,167
19990929,TMAX,328
19990929,TOBS,194
19990930,TMIN,44
19990930,TMAX,200
19990930,TOBS,44
19991001,TMIN,39
19991001,TMAX,211
19991001,TOBS,50
19991002,TMIN,50
19991002,TMAX,244
19991002,TOBS,56
19991003,TMIN,50
19991003,TMAX,267
19991003,TOBS,111
19991004,TMIN,111
19991004,TMAX,256
19991004,TOBS,117
19991005,TMIN,44
19991005,TMAX,117
19991005,TOBS,44
19991006,TMIN,28
19991006,TMAX,194
19991006,TOBS,28
19991007,TMIN,28
19991007,TMAX,233
19991007,TOBS,67
19991008,TMIN,67
19991008,TMAX,239
19991008,TOBS,100
19991009,TMIN,100
19991009,TMAX,194
19991009,TOBS,178
19991010,TMIN,167
19991010,TMAX,178
19991010,TOBS,172
19991011,TMIN,122
19991011,TMAX,194
19991011,TOBS,133
19991012,TMIN,44
19991012,TMAX,239
19991012,TOBS,44
19991013,TMIN,39
19991013,TMAX,256
19991013,TOBS,106
19991014,TMIN,67
19991014,TMAX,261
19991014,TOBS,78
19991015,TMIN,22
19991015,TMAX,178
19991015,TOBS,28
19991016,TMIN,28
19991016,TMAX,261
19991016,TOBS,83
19991017,TMIN,83
19991017,TMAX,272
19991017,TOBS,139
19991018,TMIN,6
19991018,TMAX,139
19991018,TOBS,6
19991019,TMIN,0
19991019,TMAX,161
19991019,TOBS,0
19991020,TMIN,-6
19991020,TMAX,128
19991020,TOBS,-6
19991021,TMIN,-22
19991021,TMAX,161
19991021,TOBS,-22
19991022,TMIN,-22
19991022,TMAX,189
19991022,TOBS,139
19991023,TMIN,50
19991023,TMAX,172
19991023,TOBS,56
19991024,TMIN,6
19991024,TMAX,111
19991024,TOBS,17
19991025,TMIN,-33
19991025,TMAX,106
19991025,TOBS,-33
19991026,TMIN,-33
19991026,TMAX,178
19991026,TOBS,11
19991027,TMIN,-33
19991027,TMAX,217
19991027,TOBS,-11
19991028,TMIN,-11
19991028,TMAX,206
19991028,TOBS,11
19991029,TMIN,-11
19991029,TMAX,267
19991029,TOBS,50
19991030,TMIN,50
19991030,TMAX,267
19991030,TOBS,67
19991031,TMIN,NA
19991031,TMAX,NA
19991031,TOBS,NA
19991101,TMIN,72
19991101,TMAX,244
19991101,TOBS,72
19991102,TMIN,67
19991102,TMAX,278
19991102,TOBS,67
19991103,TMIN,-6
19991103,TMAX,72
19991103,TOBS,-6
19991104,TMIN,-44
19991104,TMAX,83
19991104,TOBS,-44
19991105,TMIN,-44
19991105,TMAX,178
19991105,TOBS,100
19991106,TMIN,83
19991106,TMAX,222
19991106,TOBS,94
19991107,TMIN,28
19991107,TMAX,217
19991107,TOBS,50
19991108,TMIN,28
19991108,TMAX,172
19991108,TOBS,28
19991109,TMIN,28
19991109,TMAX,239
19991109,TOBS,56
19991110,TMIN,56
19991110,TMAX,244
19991110,TOBS,156
19991111,TMIN,94
19991111,TMAX,233
19991111,TOBS,100
19991112,TMIN,6
19991112,TMAX,233
19991112,TOBS,11
19991113,TMIN,6
19991113,TMAX,117
19991113,TOBS,39
19991114,TMIN,39
19991114,TMAX,228
19991114,TOBS,139
19991115,TMIN,-17
19991115,TMAX,189
19991115,TOBS,-17
19991116,TMIN,-28
19991116,TMAX,189
19991116,TOBS,-28
19991117,TMIN,-56
19991117,TMAX,106
19991117,TOBS,-56
19991118,TMIN,-33
19991118,TMAX,106
19991118,TOBS,0
19991119,TMIN,0
19991119,TMAX,194
19991119,TOBS,89
19991120,TMIN,33
19991120,TMAX,200
19991120,TOBS,33
19991121,TMIN,28
19991121,TMAX,150
19991121,TOBS,67
19991122,TMIN,67
19991122,TMAX,189
19991122,TOBS,67
19991123,TMIN,50
19991123,TMAX,217
19991123,TOBS,50
19991124,TMIN,50
19991124,TMAX,228
19991124,TOBS,67
19991125,TMIN,6
19991125,TMAX,111
19991125,TOBS,11
19991126,TMIN,11
19991126,TMAX,100
19991126,TOBS,56
19991127,TMIN,17
19991127,TMAX,83
19991127,TOBS,44
19991128,TMIN,-28
19991128,TMAX,133
19991128,TOBS,-28
19991129,TMIN,-44
19991129,TMAX,111
19991129,TOBS,-44
19991130,TMIN,-67
19991130,TMAX,67
19991130,TOBS,-61
19991201,TMIN,-78
19991201,TMAX,50
19991201,TOBS,-78
19991202,TMIN,-33
19991202,TMAX,67
19991202,TOBS,-33
19991203,TMIN,-33
19991203,TMAX,144
19991203,TOBS,56
19991204,TMIN,89
19991204,TMAX,150
19991204,TOBS,94
19991205,TMIN,94
19991205,TMAX,172
19991205,TOBS,144
19991206,TMIN,17
19991206,TMAX,156
19991206,TOBS,17
19991207,TMIN,-50
19991207,TMAX,39
19991207,TOBS,-44
19991208,TMIN,-56
19991208,TMAX,78
19991208,TOBS,-56
19991209,TMIN,-28
19991209,TMAX,117
19991209,TOBS,-28
19991210,TMIN,94
19991210,TMAX,122
19991210,TOBS,100
19991211,TMIN,-56
19991211,TMAX,100
19991211,TOBS,-56
19991212,TMIN,-61
19991212,TMAX,78
19991212,TOBS,22
19991213,TMIN,17
19991213,TMAX,50
19991213,TOBS,39
19991214,TMIN,33
19991214,TMAX,72
19991214,TOBS,67
19991215,TMIN,28
19991215,TMAX,67
19991215,TOBS,33
19991216,TMIN,0
19991216,TMAX,83
19991216,TOBS,6
19991217,TMIN,-50
19991217,TMAX,50
19991217,TOBS,-17
19991218,TMIN,-22
19991218,TMAX,117
19991218,TOBS,-6
19991219,TMIN,-33
19991219,TMAX,17
19991219,TOBS,-11
19991220,TMIN,-17
19991220,TMAX,89
19991220,TOBS,89
19991221,TMIN,-72
19991221,TMAX,89
19991221,TOBS,-67
19991222,TMIN,-128
19991222,TMAX,-17
19991222,TOBS,-122
19991223,TMIN,-133
19991223,TMAX,17
19991223,TOBS,-50
19991224,TMIN,-67
19991224,TMAX,-22
19991224,TOBS,-56
19991225,TMIN,-167
19991225,TMAX,-28
19991225,TOBS,-161
19991226,TMIN,-161
19991226,TMAX,-11
19991226,TOBS,-17
19991227,TMIN,-50
19991227,TMAX,44
19991227,TOBS,-50
19991228,TMIN,-83
19991228,TMAX,-33
19991228,TOBS,-67
19991229,TMIN,-72
19991229,TMAX,-17
19991229,TOBS,-28
19991230,TMIN,-33
19991230,TMAX,50
19991230,TOBS,28
19991231,TMIN,-17
19991231,TMAX,106
19991231,TOBS,-11
20000101,TMIN,-56
20000101,TMAX,117
20000101,TOBS,-56
20000102,TMIN,-61
20000102,TMAX,133
20000102,TOBS,156
20000103,TMIN,117
20000103,TMAX,172
20000103,TOBS,122
20000104,TMIN,44
20000104,TMAX,150
20000104,TOBS,44
20000105,TMIN,-33
20000105,TMAX,44
20000105,TOBS,-33
20000106,TMIN,-56
20000106,TMAX,-11
20000106,TOBS,-39
20000107,TMIN,-39
20000107,TMAX,83
20000107,TOBS,-6
20000108,TMIN,-72
20000108,TMAX,44
20000108,TOBS,-72
20000109,TMIN,-72
20000109,TMAX,56
20000109,TOBS,33
20000110,TMIN,28
20000110,TMAX,100
20000110,TOBS,100
20000111,TMIN,56
20000111,TMAX,117
20000111,TOBS,56
20000112,TMIN,-44
20000112,TMAX,61
20000112,TOBS,-44
20000113,TMIN,-50
20000113,TMAX,128
20000113,TOBS,28
20000114,TMIN,-78
20000114,TMAX,28
20000114,TOBS,-78
20000115,TMIN,-89
20000115,TMAX,6
20000115,TOBS,-44
20000116,TMIN,-44
20000116,TMAX,117
20000116,TOBS,89
20000117,TMIN,-72
20000117,TMAX,89
20000117,TOBS,-72
20000118,TMIN,-78
20000118,TMAX,-17
20000118,TOBS,-50
20000119,TMIN,-78
20000119,TMAX,-17
20000119,TOBS,-78
20000120,TMIN,-83
20000120,TMAX,-11
20000120,TOBS,-22
20000121,TMIN,-194
20000121,TMAX,-17
20000121,TOBS,-194
20000122,TMIN,-172
20000122,TMAX,-89
20000122,TOBS,-133
20000123,TMIN,-133
20000123,TMAX,-28
20000123,TOBS,-28
20000124,TMIN,-167
20000124,TMAX,17
20000124,TOBS,-167
20000125,TMIN,-206
20000125,TMAX,-61
20000125,TOBS,-200
20000126,TMIN,-200
20000126,TMAX,-50
20000126,TOBS,-128
20000127,TMIN,-222
20000127,TMAX,-44
20000127,TOBS,-222
20000128,TMIN,-228
20000128,TMAX,-56
20000128,TOBS,-217
20000129,TMIN,-222
20000129,TMAX,-39
20000129,TOBS,-67
20000130,TMIN,-67
20000130,TMAX,-17
20000130,TOBS,-17
20000131,TMIN,-61
20000131,TMAX,-17
20000131,TOBS,-39
20000201,TMIN,-50
20000201,TMAX,0
20000201,TOBS,-33
20000202,TMIN,-122
20000202,TMAX,0
20000202,TOBS,-122
20000203,TMIN,-133
20000203,TMAX,11
20000203,TOBS,6
20000204,TMIN,-28
20000204,TMAX,56
20000204,TOBS,-28
20000205,TMIN,-89
20000205,TMAX,0
20000205,TOBS,-89
20000206,TMIN,-89
20000206,TMAX,22
20000206,TOBS,-78
20000207,TMIN,-78
20000207,TMAX,33
20000207,TOBS,-50
20000208,TMIN,-83
20000208,TMAX,78
20000208,TOBS,-78
20000209,TMIN,-83
20000209,TMAX,72
20000209,TOBS,-50
20000210,TMIN,6
20000210,TMAX,144
20000210,TOBS,11
20000211,TMIN,11
20000211,TMAX,133
20000211,TOBS,22
20000212,TMIN,-22
20000212,TMAX,28
20000212,TOBS,-22
20000213,TMIN,-28
20000213,TMAX,67
20000213,TOBS,0
20000214,TMIN,-6
20000214,TMAX,50
20000214,TOBS,-6
20000215,TMIN,-17
20000215,TMAX,17
20000215,TOBS,-6
20000216,TMIN,-6
20000216,TMAX,100
20000216,TOBS,33
20000217,TMIN,-44
20000217,TMAX,33
20000217,TOBS,-44
20000218,TMIN,-44
20000218,TMAX,44
20000218,TOBS,11
20000219,TMIN,-6
20000219,TMAX,56
20000219,TOBS,-6
20000220,TMIN,-6
20000220,TMAX,11
20000220,TOBS,0
20000221,TMIN,-61
20000221,TMAX,67
20000221,TOBS,-56
20000222,TMIN,-61
20000222,TMAX,122
20000222,TOBS,56
20000223,TMIN,56
20000223,TMAX,156
20000223,TOBS,111
20000224,TMIN,72
20000224,TMAX,206
20000224,TOBS,94
20000225,TMIN,94
20000225,TMAX,211
20000225,TOBS,94
20000226,TMIN,89
20000226,TMAX,244
20000226,TOBS,156
20000227,TMIN,94
20000227,TMAX,233
20000227,TOBS,94
20000228,TMIN,-28
20000228,TMAX,106
20000228,TOBS,-22
20000229,TMIN,-28
20000229,TMAX,144
20000229,TOBS,-17
20000301,TMIN,-17
20000301,TMAX,194
20000301,TOBS,144
20000302,TMIN,6
20000302,TMAX,150
20000302,TOBS,6
20000303,TMIN,-33
20000303,TMAX,100
20000303,TOBS,-33
20000304,TMIN,-44
20000304,TMAX,78
20000304,TOBS,-44
20000305,TMIN,-50
20000305,TMAX,144
20000305,TOBS,0
20000306,TMIN,0
20000306,TMAX,206
20000306,TOBS,6
20000307,TMIN,6
20000307,TMAX,222
20000307,TOBS,28
20000308,TMIN,28
20000308,TMAX,267
20000308,TOBS,72
20000309,TMIN,72
20000309,TMAX,267
20000309,TOBS,183
20000310,TMIN,28
20000310,TMAX,200
20000310,TOBS,28
20000311,TMIN,6
20000311,TMAX,111
20000311,TOBS,6
20000312,TMIN,-50
20000312,TMAX,11
20000312,TOBS,-44
20000313,TMIN,-44
20000313,TMAX,61
20000313,TOBS,-39
20000314,TMIN,-39
20000314,TMAX,83
20000314,TOBS,-11
20000315,TMIN,-11
20000315,TMAX,156
20000315,TOBS,22
20000316,TMIN,22
20000316,TMAX,217
20000316,TOBS,122
20000317,TMIN,-22
20000317,TMAX,122
20000317,TOBS,-17
20000318,TMIN,-39
20000318,TMAX,56
20000318,TOBS,-39
20000319,TMIN,-39
20000319,TMAX,72
20000319,TOBS,61
20000320,TMIN,61
20000320,TMAX,117
20000320,TOBS,89
20000321,TMIN,22
20000321,TMAX,133
20000321,TOBS,28
20000322,TMIN,17
20000322,TMAX,150
20000322,TOBS,17
20000323,TMIN,11
20000323,TMAX,144
20000323,TOBS,28
20000324,TMIN,28
20000324,TMAX,194
20000324,TOBS,50
20000325,TMIN,44
20000325,TMAX,250
20000325,TOBS,94
20000326,TMIN,28
20000326,TMAX,206
20000326,TOBS,28
20000327,TMIN,22
20000327,TMAX,194
20000327,TOBS,106
20000328,TMIN,50
20000328,TMAX,139
20000328,TOBS,56
20000329,TMIN,6
20000329,TMAX,78
20000329,TOBS,6
20000330,TMIN,-6
20000330,TMAX,144
20000330,TOBS,-6
20000331,TMIN,-17
20000331,TMAX,156
20000331,TOBS,-17
20000401,TMIN,-17
20000401,TMAX,178
20000401,TOBS,-6
20000402,TMIN,-6
20000402,TMAX,217
20000402,TOBS,139
20000403,TMIN,133
20000403,TMAX,161
20000403,TOBS,150
20000404,TMIN,50
20000404,TMAX,161
20000404,TOBS,50
20000405,TMIN,-22
20000405,TMAX,61
20000405,TOBS,-22
20000406,TMIN,-22
20000406,TMAX,150
20000406,TOBS,144
20000407,TMIN,78
20000407,TMAX,178
20000407,TOBS,83
20000408,TMIN,22
20000408,TMAX,183
20000408,TOBS,22
20000409,TMIN,-39
20000409,TMAX,78
20000409,TOBS,17
20000410,TMIN,22
20000410,TMAX,156
20000410,TOBS,28
20000411,TMIN,22
20000411,TMAX,150
20000411,TOBS,78
20000412,TMIN,22
20000412,TMAX,117
20000412,TOBS,22
20000413,TMIN,11
20000413,TMAX,117
20000413,TOBS,17
20000414,TMIN,11
20000414,TMAX,189
20000414,TOBS,33
20000415,TMIN,33
20000415,TMAX,228
20000415,TOBS,78
20000416,TMIN,78
20000416,TMAX,256
20000416,TOBS,94
20000417,TMIN,94
20000417,TMAX,228
20000417,TOBS,117
20000418,TMIN,72
20000418,TMAX,167
20000418,TOBS,78
20000419,TMIN,72
20000419,TMAX,156
20000419,TOBS,117
20000420,TMIN,117
20000420,TMAX,222
20000420,TOBS,156
20000421,TMIN,61
20000421,TMAX,256
20000421,TOBS,61
20000422,TMIN,56
20000422,TMAX,67
20000422,TOBS,61
20000423,TMIN,17
20000423,TMAX,189
20000423,TOBS,28
20000424,TMIN,28
20000424,TMAX,194
20000424,TOBS,111
20000425,TMIN,72
20000425,TMAX,172
20000425,TOBS,72
20000426,TMIN,22
20000426,TMAX,217
20000426,TOBS,22
20000427,TMIN,17
20000427,TMAX,200
20000427,TOBS,22
20000428,TMIN,17
20000428,TMAX,233
20000428,TOBS,56
20000429,TMIN,44
20000429,TMAX,222
20000429,TOBS,44
20000430,TMIN,44
20000430,TMAX,239
20000430,TOBS,44
20000501,TMIN,44
20000501,TMAX,250
20000501,TOBS,72
20000502,TMIN,72
20000502,TMAX,233
20000502,TOBS,94
20000503,TMIN,78
20000503,TMAX,233
20000503,TOBS,78
20000504,TMIN,78
20000504,TMAX,278
20000504,TOBS,167
20000505,TMIN,161
20000505,TMAX,267
20000505,TOBS,167
20000506,TMIN,139
20000506,TMAX,283
20000506,TOBS,156
20000507,TMIN,156
20000507,TMAX,300
20000507,TOBS,183
20000508,TMIN,178
20000508,TMAX,289
20000508,TOBS,178
20000509,TMIN,178
20000509,TMAX,294
20000509,TOBS,211
20000510,TMIN,117
20000510,TMAX,289
20000510,TOBS,117
20000511,TMIN,106
20000511,TMAX,228
20000511,TOBS,106
20000512,TMIN,106
20000512,TMAX,283
20000512,TOBS,244
20000513,TMIN,161
20000513,TMAX,278
20000513,TOBS,161
20000514,TMIN,56
20000514,TMAX,217
20000514,TOBS,111
20000515,TMIN,50
20000515,TMAX,189
20000515,TOBS,56
20000516,TMIN,50
20000516,TMAX,233
20000516,TOBS,56
20000517,TMIN,56
20000517,TMAX,217
20000517,TOBS,122
20000518,TMIN,122
20000518,TMAX,256
20000518,TOBS,217
20000519,TMIN,206
20000519,TMAX,250
20000519,TOBS,217
20000520,TMIN,150
20000520,TMAX,244
20000520,TOBS,150
20000521,TMIN,122
20000521,TMAX,178
20000521,TOBS,133
20000522,TMIN,94
20000522,TMAX,217
20000522,TOBS,94
20000523,TMIN,100
20000523,TMAX,239
20000523,TOBS,167
20000524,TMIN,150
20000524,TMAX,256
20000524,TOBS,156
20000525,TMIN,133
20000525,TMAX,306
20000525,TOBS,133
20000526,TMIN,83
20000526,TMAX,250
20000526,TOBS,89
20000527,TMIN,89
20000527,TMAX,261
20000527,TOBS,161
20000528,TMIN,156
20000528,TMAX,261
20000528,TOBS,189
20000529,TMIN,117
20000529,TMAX,217
20000529,TOBS,139
20000530,TMIN,111
20000530,TMAX,239
20000530,TOBS,111
20000531,TMIN,111
20000531,TMAX,244
20000531,TOBS,156
20000601,TMIN,156
20000601,TMAX,306
20000601,TOBS,189
20000602,TMIN,183
20000602,TMAX,317
20000602,TOBS,194
20000603,TMIN,122
20000603,TMAX,311
20000603,TOBS,139
20000604,TMIN,100
20000604,TMAX,250
20000604,TOBS,156
20000605,TMIN,144
20000605,TMAX,261
20000605,TOBS,144
20000606,TMIN,100
20000606,TMAX,244
20000606,TOBS,100
20000607,TMIN,78
20000607,TMAX,233
20000607,TOBS,78
20000608,TMIN,78
20000608,TMAX,267
20000608,TOBS,133
20000609,TMIN,133
20000609,TMAX,294
20000609,TOBS,139
20000610,TMIN,144
20000610,TMAX,317
20000610,TOBS,156
20000611,TMIN,156
20000611,TMAX,328
20000611,TOBS,222
20000612,TMIN,217
20000612,TMAX,328
20000612,TOBS,217
20000613,TMIN,206
20000613,TMAX,322
20000613,TOBS,211
20000614,TMIN,211
20000614,TMAX,317
20000614,TOBS,222
20000615,TMIN,211
20000615,TMAX,289
20000615,TOBS,211
20000616,TMIN,189
20000616,TMAX,283
20000616,TOBS,228
20000617,TMIN,194
20000617,TMAX,294
20000617,TOBS,194
20000618,TMIN,183
20000618,TMAX,272
20000618,TOBS,183
20000619,TMIN,139
20000619,TMAX,272
20000619,TOBS,139
20000620,TMIN,139
20000620,TMAX,278
20000620,TOBS,144
20000621,TMIN,144
20000621,TMAX,294
20000621,TOBS,206
20000622,TMIN,183
20000622,TMAX,278
20000622,TOBS,189
20000623,TMIN,161
20000623,TMAX,300
20000623,TOBS,161
20000624,TMIN,161
20000624,TMAX,322
20000624,TOBS,206
20000625,TMIN,206
20000625,TMAX,322
20000625,TOBS,217
20000626,TMIN,183
20000626,TMAX,306
20000626,TOBS,183
20000627,TMIN,172
20000627,TMAX,294
20000627,TOBS,178
20000628,TMIN,144
20000628,TMAX,278
20000628,TOBS,150
20000629,TMIN,150
20000629,TMAX,267
20000629,TOBS,150
20000630,TMIN,122
20000630,TMAX,267
20000630,TOBS,122
20000701,TMIN,122
20000701,TMAX,267
20000701,TOBS,150
20000702,TMIN,156
20000702,TMAX,294
20000702,TOBS,172
20000703,TMIN,172
20000703,TMAX,306
20000703,TOBS,217
20000704,TMIN,217
20000704,TMAX,306
20000704,TOBS,239
20000705,TMIN,217
20000705,TMAX,322
20000705,TOBS,217
20000706,TMIN,200
20000706,TMAX,289
20000706,TOBS,206
20000707,TMIN,167
20000707,TMAX,306
20000707,TOBS,167
20000708,TMIN,133
20000708,TMAX,289
20000708,TOBS,139
20000709,TMIN,139
20000709,TMAX,294
20000709,TOBS,150
20000710,TMIN,150
20000710,TMAX,317
20000710,TOBS,233
20000711,TMIN,222
20000711,TMAX,311
20000711,TOBS,228
20000712,TMIN,178
20000712,TMAX,256
20000712,TOBS,178
20000713,TMIN,183
20000713,TMAX,300
20000713,TOBS,189
20000714,TMIN,167
20000714,TMAX,317
20000714,TOBS,167
20000715,TMIN,167
20000715,TMAX,311
20000715,TOBS,167
20000716,TMIN,150
20000716,TMAX,289
20000716,TOBS,172
20000717,TMIN,150
20000717,TMAX,294
20000717,TOBS,150
20000718,TMIN,144
20000718,TMAX,300
20000718,TOBS,194
20000719,TMIN,194
20000719,TMAX,311
20000719,TOBS,200
20000720,TMIN,156
20000720,TMAX,244
20000720,TOBS,156
20000721,TMIN,150
20000721,TMAX,278
20000721,TOBS,156
20000722,TMIN,117
20000722,TMAX,278
20000722,TOBS,117
20000723,TMIN,117
20000723,TMAX,272
20000723,TOBS,144
20000724,TMIN,117
20000724,TMAX,294
20000724,TOBS,150
20000725,TMIN,133
20000725,TMAX,294
20000725,TOBS,133
20000726,TMIN,133
20000726,TMAX,289
20000726,TOBS,161
20000727,TMIN,156
20000727,TMAX,311
20000727,TOBS,172
20000728,TMIN,172
20000728,TMAX,294
20000728,TOBS,183
20000729,TMIN,183
20000729,TMAX,300
20000729,TOBS,200
20000730,TMIN,200
20000730,TMAX,244
20000730,TOBS,206
20000731,TMIN,206
20000731,TMAX,267
20000731,TOBS,217
20000801,TMIN,183
20000801,TMAX,289
20000801,TOBS,194
20000802,TMIN,183
20000802,TMAX,294
20000802,TOBS,183
20000803,TMIN,183
20000803,TMAX,306
20000803,TOBS,194
20000804,TMIN,183
20000804,TMAX,278
20000804,TOBS,194
20000805,TMIN,117
20000805,TMAX,272
20000805,TOBS,117
20000806,TMIN,117
20000806,TMAX,272
20000806,TOBS,244
20000807,TMIN,200
20000807,TMAX,311
20000807,TOBS,206
20000808,TMIN,200
20000808,TMAX,311
20000808,TOBS,211
20000809,TMIN,211
20000809,TMAX,256
20000809,TOBS,217
20000810,TMIN,178
20000810,TMAX,322
20000810,TOBS,239
20000811,TMIN,161
20000811,TMAX,294
20000811,TOBS,161
20000812,TMIN,139
20000812,TMAX,294
20000812,TOBS,144
20000813,TMIN,128
20000813,TMAX,283
20000813,TOBS,150
20000814,TMIN,150
20000814,TMAX,272
20000814,TOBS,150
20000815,TMIN,150
20000815,TMAX,300
20000815,TOBS,178
20000816,TMIN,178
20000816,TMAX,328
20000816,TOBS,233
20000817,TMIN,150
20000817,TMAX,NA
20000817,TOBS,150
20000818,TMIN,150
20000818,TMAX,272
20000818,TOBS,206
20000819,TMIN,133
20000819,TMAX,267
20000819,TOBS,139
20000820,TMIN,122
20000820,TMAX,261
20000820,TOBS,133
20000821,TMIN,106
20000821,TMAX,267
20000821,TOBS,111
20000822,TMIN,111
20000822,TMAX,283
20000822,TOBS,161
20000823,TMIN,111
20000823,TMAX,289
20000823,TOBS,222
20000824,TMIN,206
20000824,TMAX,272
20000824,TOBS,217
20000825,TMIN,156
20000825,TMAX,294
20000825,TOBS,156
20000826,TMIN,133
20000826,TMAX,294
20000826,TOBS,139
20000827,TMIN,139
20000827,TMAX,289
20000827,TOBS,200
20000828,TMIN,156
20000828,TMAX,278
20000828,TOBS,156
20000829,TMIN,156
20000829,TMAX,289
20000829,TOBS,172
20000830,TMIN,167
20000830,TMAX,322
20000830,TOBS,189
20000831,TMIN,178
20000831,TMAX,328
20000831,TOBS,178
20001001,TMIN,39
20001001,TMAX,250
20001001,TOBS,83
20001002,TMIN,78
20001002,TMAX,261
20001002,TOBS,128
20001003,TMIN,122
20001003,TMAX,283
20001003,TOBS,167
20001004,TMIN,161
20001004,TMAX,294
20001004,TOBS,167
20001005,TMIN,161
20001005,TMAX,250
20001005,TOBS,172
20001006,TMIN,133
20001006,TMAX,194
20001006,TOBS,133
20001007,TMIN,6
20001007,TMAX,150
20001007,TOBS,6
20001008,TMIN,-6
20001008,TMAX,111
20001008,TOBS,11
20001009,TMIN,28
20001009,TMAX,106
20001009,TOBS,33
20001010,TMIN,6
20001010,TMAX,133
20001010,TOBS,6
20001011,TMIN,-6
20001011,TMAX,178
20001011,TOBS,-6
20001012,TMIN,-6
20001012,TMAX,211
20001012,TOBS,17
20001013,TMIN,6
20001013,TMAX,239
20001013,TOBS,22
20001014,TMIN,17
20001014,TMAX,250
20001014,TOBS,56
20001015,TMIN,56
20001015,TMAX,267
20001015,TOBS,128
20001016,TMIN,128
20001016,TMAX,256
20001016,TOBS,133
20001017,TMIN,128
20001017,TMAX,217
20001017,TOBS,139
20001018,TMIN,61
20001018,TMAX,167
20001018,TOBS,61
20001019,TMIN,44
20001019,TMAX,211
20001019,TOBS,44
20001020,TMIN,44
20001020,TMAX,233
20001020,TOBS,50
20001021,TMIN,44
20001021,TMAX,256
20001021,TOBS,78
20001022,TMIN,89
20001022,TMAX,233
20001022,TOBS,122
20001023,TMIN,122
20001023,TMAX,256
20001023,TOBS,128
20001024,TMIN,128
20001024,TMAX,244
20001024,TOBS,150
20001025,TMIN,128
20001025,TMAX,256
20001025,TOBS,133
20001026,TMIN,117
20001026,TMAX,239
20001026,TOBS,122
20001027,TMIN,117
20001027,TMAX,272
20001027,TOBS,133
20001028,TMIN,111
20001028,TMAX,267
20001028,TOBS,133
20001029,TMIN,17
20001029,TMAX,183
20001029,TOBS,17
20001030,TMIN,11
20001030,TMAX,172
20001030,TOBS,17
20001031,TMIN,17
20001031,TMAX,200
20001031,TOBS,17
20001101,TMIN,17
20001101,TMAX,222
20001101,TOBS,89
20001102,TMIN,78
20001102,TMAX,228
20001102,TOBS,83
20001103,TMIN,83
20001103,TMAX,267
20001103,TOBS,128
20001104,TMIN,83
20001104,TMAX,211
20001104,TOBS,94
20001105,TMIN,-11
20001105,TMAX,156
20001105,TOBS,0
20001106,TMIN,17
20001106,TMAX,156
20001106,TOBS,17
20001107,TMIN,17
20001107,TMAX,144
20001107,TOBS,122
20001108,TMIN,106
20001108,TMAX,200
20001108,TOBS,111
20001109,TMIN,111
20001109,TMAX,172
20001109,TOBS,172
20001110,TMIN,33
20001110,TMAX,222
20001110,TOBS,33
20001111,TMIN,22
20001111,TMAX,56
20001111,TOBS,22
20001112,TMIN,11
20001112,TMAX,128
20001112,TOBS,33
20001113,TMIN,33
20001113,TMAX,139
20001113,TOBS,67
20001114,TMIN,0
20001114,TMAX,100
20001114,TOBS,6
20001115,TMIN,6
20001115,TMAX,33
20001115,TOBS,11
20001116,TMIN,-11
20001116,TMAX,78
20001116,TOBS,44
20001117,TMIN,-17
20001117,TMAX,117
20001117,TOBS,-17
20001118,TMIN,-39
20001118,TMAX,6
20001118,TOBS,-22
20001119,TMIN,-39
20001119,TMAX,33
20001119,TOBS,-22
20001120,TMIN,-17
20001120,TMAX,78
20001120,TOBS,-17
20001121,TMIN,-72
20001121,TMAX,-6
20001121,TOBS,-67
20001122,TMIN,-106
20001122,TMAX,-6
20001122,TOBS,-106
20001123,TMIN,-106
20001123,TMAX,56
20001123,TOBS,-89
20001124,TMIN,-89
20001124,TMAX,44
20001124,TOBS,-78
20001125,TMIN,-89
20001125,TMAX,89
20001125,TOBS,28
20001126,TMIN,33
20001126,TMAX,94
